Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,year_funding,month_funding
Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000,2017,5
BYJU\\xe2\\x80\\x99s,Consumer Internet,Online Learning platform,Bangalore,International Financial Corporation,Private Equity,15000000,2017,5
Mindler,Consumer Internet,Career Planning & Assessment platform,Delhi,Taxmann,Seed/Angel Funding,324000,2017,5
MCaffeine,eCommerce,Personal care product etailer,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed/Angel Funding,300000,2017,5
enKast,Technology,Cloud based CRM for Agencies,Bangalore,Ivy League Alumni Angel Network,Private Equity,2000000,2017,5
Dekkho,Consumer Internet,Video Streaming platform,Mumbai,Undisclosed Investor,Seed/Angel Funding,1200000,2017,5
Shadowfox,Logistics,On-Demand Delivery Service,Gurugram,Eight Roads Ventures,Private Equity,10000000,2017,4
ShopX,eCommerce,SAAS ECommerce Retail app,Bangalore,Nandan Nilekani,Private Equity,5000000,2017,4
PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Delhi,"Kedar Lele, GHV Accelerator",Seed/Angel Funding,200000,2017,4
Zarget,Technology,SaaS-based web optimisation and marketing platform,Chennai,Sequoia India,Private Equity,6000000,2017,4
EasyPolicy,Consumer Internet,Online insurance Portal,Noida,"Unilazer Ventures,",Private Equity,10000000,2017,4
Connect India,Logistics,Last mile Delivery Network,Bangalore,Aavishkaar Venture Management,Private Equity,1000000,2017,4
Corseco,Technology,AI-based Software as a Service Solution provider,Delhi,"Ameera Shah, Vivek Bhargava",Seed/Angel Funding,150000,2017,4
Medzin,eCommerce,Online ordering & Delivery of medicines,Delhi,A M Sikander,Seed/Angel Funding,45000,2017,4
Bizongo,eCommerce,Packaging Material Marketplace,Mumbai,"IDG Ventures, Accel Partners",Private Equity,3000000,2017,4
JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,3000000,2017,4
Square Yards,Consumer Internet,Online Property Search Portal,Gurugram,ADAG Reliance Private Equity,Private Equity,12000000,2017,4
GolfLAN,Consumer Internet,Golf Session Online Bookings platform,Delhi,"YourNest Angel Fund, iSON",Private Equity,1000000,2017,4
PlaySimple,Technology,Mobile Gaming portal,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,4000000,2017,4
Koovs,eCommerce,Fashion eTailer,Delhi,Times of India Group & Existing investors,Private Equity,13500000,2017,4
Pictor Imaging,Consumer Internet,Product Photography Mobile App,Mumbai,Quarizon,Seed/Angel Funding,147000,2017,4
GramCover,Finance,Insurance Marketplace for the Rural Sector,Delhi,Omnivore Capital,Seed/Angel Funding,1000000,2017,4
Bats on delivery,Consumer Internet,"Online food, Grocery ordering & Delivery",Gurugram,Devdeep Singh,Seed/Angel Funding,90000,2017,4
numberz.in,Technology,Cash Flow Management Solution for Businesses,Gurugram,"Kae Capital, Khosla Impact",Seed/Angel Funding,650000,2017,4
Awesummly,Consumer Internet,Short News Mobile App,Bangalore,"Vivek Bhargava, Ameera Shah",Seed/Angel Funding,147000,2017,4
Vymo,Technology,SaaS-based predictive analytics platform,Bangalore,Sequoia India,Private Equity,5000000,2017,4
Noddapp,Consumer Internet,App based networking platform,Mumbai,Undisclosed Investor,Seed/Angel Funding,147000,2017,4
Knowlarity,Consumer Internet,Cloud Telephony Platform,Bangalore,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000,2017,4
Kloseby,Consumer Internet,proximity based\\xc2\\xa0 Rewards platform,Bangalore,Undisclosed Investor,Seed/Angel Funding,100000,2017,4
WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000,2017,4
Affordplan,Consumer Internet,Savings platform for Medical Expenses,Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000,2017,4
HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000,2017,4
Entropika,Technology,"AI, Machine learning Solutions",Bangalore,"Dileep Bhatt, Milind Chaudhary",Seed/Angel Funding,200000,2017,4
MarianaIQ,Technology,AI-driven B2B marketing platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000,2017,4
Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed/Angel Funding,100000,2017,4
Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed/Angel Funding,440000,2017,4
Pulse,Consumer Internet,Campus Social Networking App,Bangalore,SAIF Partners,Private Equity,500000,2017,4
Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed/Angel Funding,500000,2017,4
Mystifly,Consumer Internet,Airline Ticket Aggregator,Bangalore,Recruit Holdings,Private Equity,5000000,2017,4
Uniphore,Technology,Speech Recognition Solutions,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000,2017,4
Giftxoxo,eCommerce,Online Gifting platform,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,450000,2017,4
India Gifts Portal,eCommerce,Online Gifting platform,Noida,"Naveen Arya, Tarun Joshi",Private Equity,2000000,2017,4
Moglix,eCommerce,Industrial & Home products marketplace,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000,2017,4
NetLinx,Consumer Internet,Internet Service Provider,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000,2017,4
InnerChef,Consumer Internet,Online food ordering platform,Gurugram,"Mistletoe, M&S Partners",Private Equity,2500000,2017,4
AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000,2017,4
UE LifeSciences,Technology,Mobile Health Technology Solutions,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000,2017,4
GoZefo,eCommerce,Used Furniture & Appliances Marketplace,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000,2017,4
RayIOT,Technology,Baby Monitoring Devices manufacturer,Bangalore,HAX Accelerator,Seed/Angel Funding,100000,2017,4
KOOH Sports,Technology,Sports Training & Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000,2017,4
Vithi.com,eCommerce,Online Hair Extension etailer,Delhi,undisclosed investor,Seed/Angel Funding,375000,2017,4
FabAlley,eCommerce,online fashion brand store,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000,2017,4
RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed/Angel Funding,450000,2017,4
ISFC,Finance,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000,2017,3
DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000,2017,3
Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurugram,Hemant Sahni,Seed/Angel Funding,300000,2017,3
Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,16000000,2017,3
3Dexter,Technology,3D Printing Solutions for Edu space,Delhi,Newbie Promoters,Seed/Angel Funding,150000,2017,3
Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000,2017,3
Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000,2017,3
Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurugram,BEENEXT,Private Equity,3000000,2017,3
Kredx,eCommerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,6000000,2017,3
CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed/Angel Funding,500000,2017,3
SooperMO,Technology,Android utility app suite creator,Gurugram,Lalit Vase,Seed/Angel Funding,100000,2017,3
OrangeTwig,Consumer Internet,Social Media Marketing platform,Delhi,Undisclosed Investor,Seed/Angel Funding,1000000,2017,3
The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000,2017,3
Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000,2017,3
FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000,2017,3
Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,27000000,2017,3
Velmenni,Technology,LiFi based wireless communication provider,Delhi,Kalaari Capital,Seed/Angel Funding,100000,2017,3
Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed/Angel Funding,100000,2017,3
Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed/Angel Funding,100000,2017,3
Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000,2017,3
Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed/Angel Funding,1000000,2017,3
eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000,2017,3
CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investor,Seed/Angel Funding,500000,2017,3
BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000,2017,3
Alternacare,Consumer Internet,Online Doctor Consulting platform,Delhi,Eros Labs,Seed/Angel Funding,500000,2017,3
TopRankers,Education,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed/Angel Funding,670000,2017,3
BuildTraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed/Angel Funding,200000,2017,3
Byju\\xe2\\x80\\x99s,Education,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000,2017,3
Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed/Angel Funding,450000,2017,3
Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed/Angel Funding,448000,2017,3
Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000,2017,3
Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed/Angel Funding,300000,2017,3
NearBuy,Consumer Internet,Online Deals & Discount platform,Gurugram,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000,2017,3
infeedo,Consumer Internet,Employee engagement platform,Gurugram,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed/Angel Funding,200000,2017,3
Furlenco,eCommerce,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,5000000,2017,3
GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,1500000,2017,3
NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed/Angel Funding,100000,2017,3
Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed/Angel Funding,750000,2017,3
JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed/Angel Funding,500000,2017,3
Pepperfry,eCommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000,2017,3
Khel Now,Consumer Internet,Mobile-based social networking platform,Delhi,Anglian Omega Network,Seed/Angel Funding,350000,2017,3
Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,Delhi,Carpediem Capital,Private Equity,6000000,2017,3
HashTaag,Technology,Mobile App Development company,Bangalore,Undisclosed Investor,Seed/Angel Funding,1000000,2017,3
PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000,2017,3
Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed/Angel Funding,1000000,2017,3
Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed/Angel Funding,1000000,2017,3
Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000,2017,3
Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000,2017,3
RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed Investor,Seed/Angel Funding,275000,2017,2
Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000,2017,2
Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000,2017,2
Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed/Angel Funding,1000000,2017,2
ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurugram,Brand Capital,Seed/Angel Funding,225000,2017,2
FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed/Angel Funding,890000,2017,2
VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed/Angel Funding,27000,2017,2
Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed/Angel Funding,40000,2017,2
Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed/Angel Funding,200000,2017,2
Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed/Angel Funding,500000,2017,2
Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000,2017,2
Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed/Angel Funding,209000,2017,2
Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000,2017,2
Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000,2017,2
Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurugram,Brand Capital,Private Equity,1500000,2017,2
Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000,2017,2
Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurugram,Undisclosed Investor,Seed/Angel Funding,500000,2017,2
OyoRooms,Consumer Internet,Budget Hotels Aggregator,Delhi,SoftBank Group,Private Equity,62000000,2017,2
SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000,2017,2
Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed/Angel Funding,250000,2017,2
MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed/Angel Funding,375000,2017,2
Appknox,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000,2017,2
Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000,2017,2
Digio,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,375000,2017,2
Puro Wellness,Healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000,2017,2
UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000,2017,2
Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed/Angel Funding,100000,2017,2
Guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed/Angel Funding,500000,2017,2
Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed/Angel Funding,500000,2017,2
Convegenius,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000,2017,2
UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000,2017,2
Mobikwik,Consumer Internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000,2017,2
MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed/Angel Funding,550000,2017,2
LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000,2017,2
Runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000,2017,2
Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000,2017,1
LivSpace,Consumer Internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000,2017,1
Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000,2017,1
Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed/Angel Funding,500000,2017,1
Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,700000,2017,1
Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000,2017,1
StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed/Angel Funding,200000,2017,1
Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000,2017,1
SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurugram,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000,2017,1
BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000,2017,1
HappilyUnmarried,eCommerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,740000,2017,1
Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed/Angel Funding,250000,2017,1
Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed/Angel Funding,297000,2017,1
Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,1000000,2017,1
HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000,2017,1
Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000,2017,1
YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,5000000,2017,1
Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed/Angel Funding,600000,2017,1
ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,1350000,2017,1
RentMojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5000000,2017,1
Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed/Angel Funding,450000,2017,1
ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000,2017,1
WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed/Angel Funding,1000000,2017,1
Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000,2017,1
Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed/Angel Funding,650000,2017,1
BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000,2017,1
MyTaxiIndia,Consumer Internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,1000000,2017,1
Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1000000,2017,1
SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed/Angel Funding,448000,2017,1
CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000,2017,1
KrazyBee,Consumer Internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,2000000,2017,1
CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1000000,2017,1
ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed/Angel Funding,500000,2017,1
6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed/Angel Funding,200000,2017,1
MySeniorDoctor,Consumer Internet,Online medical support platform,Gurugram,BlackJag Partners,Seed/Angel Funding,200000,2017,1
EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed/Angel Funding,2000000,2017,1
Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,1000000,2017,1
Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000,2017,1
Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed/Angel Funding,1000000,2017,1
CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,4400000,2017,1
Diro Labs,Consumer Internet,Contact Management Mobile App,Delhi,Info Edge (India) Ltd,Private Equity,450000,2017,1
Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,20000000,2016,12
Cleartax,Consumer Internet,Online Tax Filing Platform,Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000,2016,12
Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,900000,2016,12
GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000,2016,12
Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed/Angel Funding,400000,2016,12
Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed/Angel Funding,150000,2016,12
SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed/Angel Funding,150000,2016,12
LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3000000,2016,12
KabadiExpress,Others,Free Door Step Scrap Pickup Service,Delhi,Undisclosed Investor,Seed/Angel Funding,148000,2016,12
Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed Investor,Seed/Angel Funding,100000,2016,12
Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,3000000,2016,12
FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurugram,"Accel Partners, RB Investments",Private Equity,8000000,2016,12
LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000,2016,12
Hello Tax,Consumer Internet,Online Tax Filing Platform,Delhi,Sanjeev Sinha,Seed/Angel Funding,295000,2016,12
LetReach,eCommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000,2016,12
TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed/Angel Funding,50000,2016,12
Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000,2016,12
Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed/Angel Funding,220000,2016,12
Biryani Blues,Food & Beverage,QSR Chain,Gurugram,Carpediem Capital & Others,Private Equity,368000,2016,12
Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed/Angel Funding,145000,2016,12
Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed Investor,Seed/Angel Funding,250000,2016,12
Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed/Angel Funding,180000,2016,12
Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000,2016,12
SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed/Angel Funding,200000,2016,12
Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed/Angel Funding,200000,2016,12
MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed Investor,Seed/Angel Funding,150000,2016,12
Active.ai,Technology,Intelligent Tech platform for Finance vertical,Bangalore,Kalaari Capital Accelerator Program,Seed/Angel Funding,500000,2016,12
Affordplan,Technology,Affordable non-emergency medical service health plans,Delhi,Kalaari Capital Accelerator Program,Seed/Angel Funding,500000,2016,12
Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed/Angel Funding,500000,2016,12
EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,1000000,2016,12
Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed Investor,Seed/Angel Funding,75000,2016,12
